Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
Nebraska,Mar-18,All Residential,State,FALSE,NE,,9/12/21 15:00,,Midwest Region,3/1/18,3/31/18,Nebraska,6,Value,4173,0.181149165,-0.028405122,0.990414988,0.70%,0.40%,1417,40.20%,-5.30%,2309,4.30%,-1.70%,21,-11,-4,108,0.000395749,0.081142655,210000,0.028083641,0.089260656,103,0.039966887,0.091613914,$191K,7.20%,10.90%,1.6,-0.6,0,2008,52.40%,-5.50%,1,0.70131198,0.021858412,0.004089174,,1547,49.60%,-6.40%,30,0.122996968,-0.002172485,-0.039130691,-1,4,0.310515173,0.055322295,0.00436544
Nebraska,Mar-20,All Residential,State,FALSE,NE,,9/12/21 15:00,,Midwest Region,3/1/20,3/31/20,Nebraska,6,Value,4411,0.17251462,0.143042239,0.992607108,0.80%,0.50%,1378,20.20%,7.90%,2504,10.90%,7.50%,20,-12,-9,117,-0.006699037,0.052059525,231800,-0.007461027,0.051631772,113,0.024443735,0.042501484,$214K,6.10%,6.50%,1.8,-0.2,0,2178,34.40%,36.60%,1,0.708213814,0.052697694,0.01984479,,1615,35.00%,30.80%,30,0.186900958,0.034996618,0.059433147,-1,4,0.322931785,0.052425677,0.055899679
New Jersey,Sep-20,All Residential,State,FALSE,NJ,,9/12/21 15:00,,Northeast Region,9/1/20,9/30/20,New Jersey,12,Value,48584,0.004777366,-0.160463107,0.995081039,0.30%,2.00%,13428,-0.10%,30.00%,33437,1.00%,-25.90%,38,-2,-23,238,0.021006097,0.126715383,403100,0.021013432,0.132291662,226,0.003702658,0.138744804,$386K,-0.30%,21.00%,2.5,0,-1.9,15980,0.90%,23.80%,1,0.345495644,-0.01351597,0.122382431,,11820,0.80%,64.80%,30,0.158178066,0.004201755,-0.075069585,-1,4,0.374515937,0.027838357,0.163057503
New Jersey,Jan-21,All Residential,State,FALSE,NJ,,9/12/21 15:00,,Northeast Region,1/1/21,1/31/21,New Jersey,12,Value,33564,-0.08119354,-0.245277928,0.996424741,-0.20%,2.40%,9640,-29.90%,19.60%,22604,-6.50%,-35.40%,44,5,-29,243,0.067883014,0.150393205,391000,0.059194965,0.104548099,229,-0.008534808,0.164529522,$386K,0.70%,20.20%,2.3,0.5,-2,9725,36.00%,-13.20%,1,0.332103886,0.073940567,0.092401383,,7116,-16.30%,57.20%,30,0.112148292,0.001018807,-0.06218121,-1,4,0.386410788,-0.017166873,0.186807761
New Mexico,Apr-18,All Residential,State,FALSE,NM,,9/12/21 15:00,,West Region,4/1/18,4/30/18,New Mexico,14,Value,1034,0.032967033,-0.199690402,0.973143809,-3.10%,-1.10%,228,-6.90%,6.00%,773,2.20%,-27.50%,62,-25,-12,213,0.0245863,0.042019351,388900,0.029682803,0.028952739,204,-0.000185763,0.07452046,$347K,-2.20%,-2.10%,3.4,0.3,-1.6,299,21.50%,-7.70%,1,0.347680302,0.07711774,0.124478264,,186,29.20%,26.50%,30,0.153945666,0.003152015,-0.000838574,-1,4,0.00877193,-0.007554601,0.004120767
New Mexico,Apr-21,All Residential,State,FALSE,NM,,9/12/21 15:00,,West Region,4/1/21,4/30/21,New Mexico,14,Value,803,0.080753701,-0.004956629,0.981174831,-3.50%,2.40%,237,-12.90%,44.50%,542,19.40%,-13.30%,40,-18,-9,261,-0.047619229,0.098756751,456000,-0.045417425,0.101883236,272,0.102145622,0.213960747,$474K,9.80%,26.50%,2.3,0.6,-1.5,351,33.00%,86.70%,1,0.44395387,-0.046632223,0.128407321,,215,4.40%,62.90%,30,0.105166052,-0.0556269,-0.016433948,-1,4,0.008438819,-0.028325887,-0.015951425
Nevada,Mar-18,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,3/1/18,3/31/18,Nevada,8,Value,17293,0.086039063,-0.152594698,0.988834481,0.20%,0.60%,5057,39.30%,0.30%,11902,1.50%,-20.30%,49,-8,-9,165,0.001629403,0.134216771,288100,0.007434527,0.104074539,158,0.017626503,0.16373755,$279K,3.00%,17.30%,2.4,-0.8,-0.6,5700,14.90%,-7.60%,1,0.144541036,-0.03280192,-0.008577331,,4088,36.90%,12.60%,30,0.126197278,0.011380251,-0.018784633,-1,4,0.285149298,0.033634146,0.066938626
Nevada,Sep-20,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,9/1/20,9/30/20,Nevada,8,Value,17996,-0.001775017,-0.150851696,0.988143246,0.30%,0.70%,5298,9.60%,15.80%,12110,-1.10%,-22.80%,42,-6,-13,195,0.008446143,0.09974455,343000,-0.009710151,0.097463554,188,0.025830117,0.084331323,$342K,2.20%,11.20%,2.3,-0.2,-1.1,5883,-1.40%,18.50%,1,0.326540339,-0.025214989,0.091027326,,4631,7.30%,27.10%,30,0.19314616,0.001064528,-0.07733258,-1,4,0.245753114,0.016638143,0.077739131
Nevada,Jul-21,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,7/1/21,7/31/21,Nevada,8,Value,13583,0.049853146,-0.25347623,1.011908612,-0.20%,2.60%,5643,-6.10%,5.50%,7815,10.00%,-35.90%,19,4,-32,232,0.024633504,0.221491585,413200,0.02867454,0.218103851,227,0.026857175,0.219681884,$397K,2.80%,19.40%,1.4,0.2,-0.9,6519,3.90%,14.20%,1,0.475326798,-0.062815492,0.154326418,,5319,-1.60%,26.90%,30,0.203454894,0.053919552,0.016062485,-1,4,0.551302499,-0.007506352,0.342252386
Oregon,Dec-18,All Residential,State,FALSE,OR,,9/12/21 15:00,,West Region,12/1/18,12/31/18,Oregon,24,Value,15429,-0.13905474,0.108723771,0.985928061,-0.10%,-0.40%,4031,-12.40%,-16.90%,11450,-13.00%,16.00%,57,9,12,203,-0.021599016,0.043452886,336100,-0.019608475,0.032285277,197,-0.005656214,0.052557452,$343K,1.20%,4.70%,2.8,-0.1,0.8,2354,-36.40%,-13.70%,1,0.289868607,0.005443785,-0.088034971,,2484,-22.10%,-10.40%,30,0.145502183,-0.086955289,0.01364853,-1,4,0.239146614,-0.006509338,-0.023533799
Tennessee,Jan-20,All Residential,State,FALSE,TN,,9/12/21 15:00,,South Region,1/1/20,1/31/20,Tennessee,34,Value,26541,-0.008257978,-0.025088158,0.978359678,-0.20%,0.50%,5361,-21.20%,15.50%,19876,1.00%,-6.20%,68,10,-6,142,0.025492956,0.054655506,268700,0.045085039,0.052736445,135,-0.018549506,0.096028911,$252K,-5.60%,9.00%,3.7,0.8,-0.9,7093,51.60%,-0.70%,1,0.258083647,0.086941954,0.000121944,,4109,-10.50%,18.00%,30,0.146357416,0.0338968,-0.018830007,-1,4,0.163029286,-0.014928099,0.017649143
Utah,Aug-19,All Residential,State,FALSE,UT,,9/12/21 15:00,,West Region,8/1/19,8/31/19,Utah,38,Value,15090,-0.018408899,-0.023364184,0.993530061,-0.20%,-0.30%,4733,-1.50%,14.50%,9991,-2.30%,-11.20%,32,4,6,161,0.011471076,0.067556748,355800,-0.023542193,0.045379289,156,0.010484355,0.058071334,$349K,1.40%,8.10%,2.1,0,-0.6,5030,0.40%,-2.90%,1,0.389951284,-0.009677349,-0.037762988,,3929,-5.80%,12.40%,30,0.337203483,0.027556332,0.040973042,-1,4,0.309740123,-0.028170822,-0.051586112
Utah,Sep-20,All Residential,State,FALSE,UT,,9/12/21 15:00,,West Region,9/1/20,9/30/20,Utah,38,Value,10723,-0.083739212,-0.244593167,1.002301709,0.10%,0.90%,5003,0.00%,25.00%,5785,-9.10%,-40.00%,21,-1,-13,193,0.029764246,0.215667406,423400,0.004464964,0.229637233,184,0.033604627,0.165750186,$425K,7.30%,23.60%,1.2,-0.1,-1.2,4449,-9.30%,2.90%,1,0.529464664,-0.027618188,0.166242435,,4319,-6.50%,18.70%,30,0.212618842,0.00086892,-0.104798638,-1,4,0.453128123,0.02666929,0.151778798
Virginia,Aug-19,All Residential,State,FALSE,VA,,9/12/21 15:00,,South Region,8/1/19,8/31/19,Virginia,42,Value,30928,-0.047167196,-0.070142209,0.991713223,0.00%,0.20%,9741,-7.60%,0.30%,20995,-2.60%,-10.90%,33,2,3,178,-0.001759874,0.028472285,341200,-0.018624715,0.049562516,175,-0.01485593,0.008142925,$356K,-1.70%,4.60%,2.2,0.2,-0.2,9607,-6.20%,-6.10%,1,0.362392234,-0.006399656,-0.004588636,,7743,-12.20%,5.50%,30,0.263396047,-0.000206161,-0.031138452,-1,4,0.273893851,-0.005301672,0.028346646
Virginia,Oct-20,All Residential,State,FALSE,VA,,9/12/21 15:00,,South Region,10/1/20,10/31/20,Virginia,42,Value,24752,0.002389341,-0.151049527,1.004352249,0.20%,1.40%,10607,1.70%,27.40%,13996,2.20%,-29.60%,22,-3,-15,202,-0.014515379,0.110680112,381600,-0.016351246,0.094103529,201,0.011245218,0.099639969,$395K,0.90%,13.50%,1.3,0,-1.1,11183,0.40%,29.00%,1,0.446658122,-0.028627458,0.106725819,,9720,-0.80%,39.80%,30,0.201128894,0.01281199,-0.064762696,-1,4,0.454888281,0.018867961,0.194472865
Virginia,Mar-21,All Residential,State,FALSE,VA,,9/12/21 15:00,,South Region,3/1/21,3/31/21,Virginia,42,Value,21135,0.202971142,-0.213873907,1.015716249,0.80%,1.90%,9468,35.60%,12.60%,9527,5.30%,-43.10%,17,-7,-12,211,0.004055793,0.113622313,420100,0.053349642,0.061339583,212,0.032042221,0.13361655,$402K,4.50%,7.70%,1,-0.3,-1,12182,49.80%,3.00%,1,0.642663193,0.069023375,0.126517184,,10643,43.50%,26.20%,30,0.144851475,0.022698037,-0.030459233,-1,4,0.5373891,0.058592539,0.180348187
Wisconsin,Jun-18,All Residential,State,FALSE,WI,,9/12/21 15:00,,Midwest Region,6/1/18,6/30/18,Wisconsin,48,Value,33614,0.030693282,-0.133235347,0.989249506,0.30%,0.60%,8987,15.40%,-7.80%,25043,2.60%,-15.20%,58,-3,-7,115,-0.018829815,0.056425634,200500,-0.023797442,0.060641446,114,0.035005361,0.072063544,$203K,5.30%,7.50%,2.8,-0.3,-0.2,9682,-9.90%,-5.90%,1,0.148921641,-0.061298766,0.013331944,,6696,6.90%,-0.70%,30,0.179451344,0.027309481,-0.002357606,-1,4,0.360520752,0.015755177,0.066874031
West Virginia,Feb-18,All Residential,State,FALSE,WV,,9/12/21 15:00,,South Region,2/1/18,2/28/18,West Virginia,46,Value,1751,0.002863688,-0.060622318,0.97051824,-0.20%,1.40%,296,10.40%,23.30%,1390,3.00%,-6.20%,87,3,-8,106,0.063863665,0.02147376,201300,0.089683446,0.066631251,103,0.0081731,0.062063619,$179K,-0.70%,6.60%,4.7,-0.3,-1.5,425,22.10%,1.00%,1,0.635826637,0.193703524,0.227023988,,214,18.20%,-1.40%,30,0.171942446,0.033321245,0.02821775,-1,4,0.168918919,-0.002722872,0.035585586
West Virginia,Aug-18,All Residential,State,FALSE,WV,,9/12/21 15:00,,South Region,8/1/18,8/31/18,West Virginia,46,Value,2014,-0.041408853,-0.118985127,0.970326031,-0.80%,-0.80%,421,-7.30%,2.40%,1568,-0.80%,-13.00%,49,11,-2,112,0.031579833,0.053122628,199300,0.00965875,0.041401308,103,-0.010337797,0.001431751,$203K,2.80%,11.10%,3.7,0.2,-0.7,469,-14.40%,-12.30%,1,0.352187392,-0.061002603,-0.010608007,,278,-25.10%,-12.00%,30,0.269132653,-0.013599795,0.076675637,-1,4,0.125890736,-0.028294286,-0.054157925
Alabama,Apr-18,All Residential,State,FALSE,AL,,9/12/21 15:00,,South Region,4/1/18,4/30/18,Alabama,1,Value,13914,0.041467066,-0.031732777,0.978137812,0.60%,0.70%,3030,7.50%,17.00%,10811,3.90%,-7.80%,66,-14,-17,101,0.018951203,0.054954936,210200,0.061546093,0.094545944,96,0.021703617,0.032057599,$180K,0.90%,4.50%,3.6,-0.1,-0.9,3683,4.60%,10.80%,1,0.122104153,-0.007669703,-0.002764115,,2079,24.50%,35.60%,30,0.092868375,0.006868567,-0.008906066,-1,4,0.265676568,0.049997249,0.061350573
Alaska,Sep-18,All Residential,State,FALSE,AK,,9/12/21 15:00,,West Region,9/1/18,9/30/18,Alaska,3,Value,4998,-0.07375834,-0.016528926,0.982231017,-0.30%,-0.10%,683,-13.90%,-2.00%,4089,-7.20%,-1.30%,88,4,0,161,-0.019731577,-0.013846073,287100,-0.002423769,0.036878789,166,-0.010340329,0.027013334,$283K,-3.00%,-1.40%,6,0.4,0.1,662,-31.50%,-11.30%,1,0.040890205,-0.009093705,0.003953424,,433,-20.10%,-1.40%,30,,,,-1,4,0.150805271,-0.025739496,-0.021361157
Arizona,Dec-20,All Residential,State,FALSE,AZ,,9/12/21 15:00,,West Region,12/1/20,12/31/20,Arizona,5,Value,24123,-0.115271767,-0.142537234,0.995111393,-0.10%,1.10%,11651,11.30%,25.90%,13259,-19.10%,-30.30%,37,3,-8,195,0.019659533,0.16894817,332900,0.00014059,0.145822673,189,0.008773108,0.164846438,$330K,-0.40%,14.10%,1.1,-0.5,-1,7778,-16.40%,21.10%,1,0.25660419,-0.041738394,0.051351548,,9312,-3.70%,34.90%,30,0.142318425,-0.027041824,-0.028387637,-1,4,0.325379796,-0.01712522,0.149653004
Arkansas,Oct-18,All Residential,State,FALSE,AR,,9/12/21 15:00,,South Region,10/1/18,10/31/18,Arkansas,7,Value,8448,0.004279601,-0.000591506,0.961180765,0.10%,-0.30%,1376,5.00%,-4.40%,6789,-1.70%,1.30%,76,-1,-8,90,-0.007883701,0.018120656,152200,-0.048823123,0.015231838,87,-0.001319314,0.001236036,$147K,-1.10%,1.20%,4.9,-0.4,0.2,1659,0.50%,-2.40%,1,0.204779486,-0.013535415,-0.010593601,,919,5.90%,-3.00%,30,0.184121373,0.0041996,0.028197768,-1,4,0.099563953,-0.011886428,-0.003285247
California,Dec-18,All Residential,State,FALSE,CA,,9/12/21 15:00,,West Region,12/1/18,12/31/18,California,9,Value,101080,-0.142037449,0.218594782,0.988938049,-0.40%,-1.10%,23876,-8.80%,-16.80%,72085,-15.10%,32.30%,49,7,10,330,-0.065947776,0.029120498,517500,-0.074925564,0.028273346,326,-0.042095101,0.018699433,$551K,-3.80%,1.20%,3,-0.2,1.1,16556,-39.00%,-6.60%,1,0.211314972,-0.020323421,-0.088771496,,18486,-19.60%,-9.30%,30,0.16763543,-0.089151087,0.020579305,-1,4,0.274250293,-0.025982593,-0.08000636
California,Jun-19,All Residential,State,FALSE,CA,,9/12/21 15:00,,West Region,6/1/19,6/30/19,California,9,Value,128415,-0.012161913,0.066871043,0.998066882,-0.10%,-1.00%,32677,-7.60%,-8.90%,90946,1.60%,10.60%,35,1,7,368,-0.015836586,0.010829412,604900,-0.033066324,0.022262604,367,-0.004660187,-0.005954195,$603K,0.20%,0.60%,2.8,0.3,0.5,39815,-13.80%,-9.20%,1,0.323199758,-0.041375671,-0.042636157,,29792,-8.40%,-7.30%,30,0.248026301,0.003044631,-0.004308329,-1,4,0.35226612,-0.007108438,-0.074174955
Colorado,Oct-18,All Residential,State,FALSE,CO,,9/12/21 15:00,,West Region,10/1/18,10/31/18,Colorado,11,Value,25563,-0.006722101,0.076563487,0.989264514,-0.20%,-0.30%,6253,4.10%,-6.20%,16890,-4.60%,17.30%,29,2,1,194,0.009929695,0.072474387,387500,-0.008756227,0.076632242,165,-0.014099845,0.066503776,$398K,0.50%,5.70%,2.7,-0.2,0.5,7954,-8.10%,9.10%,1,0.352029525,-0.046284914,-0.058813742,,7049,5.30%,-6.90%,30,0.383007697,0.055509108,0.088665455,-1,4,0.229649768,-0.030380197,-0.045995103
Connecticut,Mar-20,All Residential,State,FALSE,CT,,9/12/21 15:00,,Northeast Region,3/1/20,3/31/20,Connecticut,13,Value,20344,0.06910505,-0.089753915,0.975538795,0.40%,0.40%,3473,26.80%,6.50%,15747,2.40%,-12.80%,83,-7,-7,162,-0.006028138,0.012525647,319900,-0.007933084,-0.001919864,149,0.034932762,0.053911258,$263K,9.00%,10.20%,4.5,-1.1,-1,5274,8.10%,-14.40%,1,0.227470728,-0.016356957,0.016578503,,2705,47.80%,16.40%,30,0.147520163,-0.012115847,-0.032913054,-1,4,0.245321048,0.02033931,0.037038839
Delaware,Jun-20,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,6/1/20,6/30/20,Delaware,15,Value,2675,0.059825674,-0.245628878,0.990531406,0.70%,0.70%,863,17.70%,-14.60%,1560,-4.20%,-37.20%,33,1,1,141,0.030742104,0.089899675,264000,0.013507738,0.039783995,133,0.002319319,0.052226421,$261K,5.20%,9.40%,1.8,-0.4,-0.7,1069,22.00%,-1.20%,1,0.534848936,0.042922398,0.107345535,,888,22.00%,4.60%,30,0.199358974,0.021226296,-0.050842152,-1,4,0.234067207,-0.000584907,0.017449997
Florida,Feb-19,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,2/1/19,2/28/19,Florida,19,Value,179246,0.026897583,0.101161698,0.964181205,0.20%,0.10%,26033,19.90%,-0.40%,143044,1.80%,11.90%,71,6,10,167,-0.007805617,0.033223094,278600,0.001699099,0.040226003,155,0.001113054,0.030450326,$246K,1.30%,3.40%,5.5,-1,0.6,41288,-10.80%,-0.60%,1,0.322150982,0.019078313,-0.030815491,,22113,8.90%,-2.90%,30,0.231649003,-0.014061175,0.013695269,-1,4,0.103291976,0.006791055,-0.003543506
Georgia,Aug-19,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,8/1/19,8/31/19,Georgia,21,Value,49219,-0.002775752,0.016774433,0.979816447,-0.20%,-0.10%,12301,-4.70%,-0.40%,36183,1.20%,3.30%,38,4,5,128,0.021381221,0.052727426,262700,0.011932499,0.070308546,122,0.0012658,0.034663776,$253K,-2.80%,6.10%,2.9,0.1,0.1,13910,-3.20%,1.00%,1,0.367467146,-0.029819268,0.000595418,,9280,-7.70%,-5.40%,30,0.245778404,-5.49E-05,0.002275063,-1,4,0.197138444,-0.013122736,-0.019883177
Georgia,Dec-19,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,12/1/19,12/31/19,Georgia,21,Value,41273,-0.07829563,0.020876104,0.977691088,0.00%,0.10%,10820,14.30%,15.70%,31145,-8.10%,-0.20%,49,4,-1,124,-0.014512346,0.048924272,246600,-0.032222589,0.054850622,122,0.02017278,0.059033953,$258K,3.60%,8.00%,2.9,-0.7,-0.4,7604,-18.50%,8.40%,1,0.269272057,-0.064716163,-0.006375042,,5827,-17.20%,6.40%,30,0.156590143,-0.049060608,0.027424544,-1,4,0.173197782,-0.012269054,-0.013994863
Hawaii,Dec-18,All Residential,State,FALSE,HI,,9/12/21 15:00,,West Region,12/1/18,12/31/18,Hawaii,25,Value,6818,-0.036869614,0.048277983,0.973222165,0.00%,-0.70%,1120,2.40%,-10.00%,5550,-3.40%,4.60%,89,-1,-1,536,0.000576184,-0.029674283,612300,-0.035517868,-0.027467033,461,-0.04810303,-0.019031354,$545K,-2.50%,-0.90%,5,-0.3,0.7,1181,-14.20%,9.40%,1,0.108730965,-0.017451462,-0.027954551,,666,5.90%,-2.90%,30,0.136936937,-0.028453035,0.03350815,-1,4,0.127678571,-0.026800405,-0.066698939
Illinois,Feb-18,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,2/1/18,2/28/18,Illinois,29,Value,46433,0.054408793,-0.088637657,0.968038292,0.10%,0.10%,7215,-0.50%,-2.40%,34749,5.60%,-9.40%,68,7,-2,159,0.070035705,0.037635554,276800,0.127449671,0.060363167,134,0.007004657,0.069255765,$215K,2.60%,10.30%,4.8,0.3,-0.4,14148,25.10%,-10.00%,1,0.500775119,0.095554494,-0.001979892,,7232,20.30%,-7.70%,30,0.179228179,-0.007950762,-0.010135132,-1,4,0.174220374,0.002382007,-0.002886918
Kansas,Feb-20,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,2/1/20,2/29/20,Kansas,35,Value,3409,0.052485335,-0.053318523,0.956667205,1.60%,5.40%,817,9.50%,3.90%,129,2.40%,-5.80%,47,-2,0,132,0.017652052,0.048280703,298800,0.075169084,0.106990473,123,0.000744714,0.076701622,$256K,-5.10%,10.10%,0.2,0,0,1197,20.70%,16.60%,1,0.568177118,0.094870344,0.069787198,,25,31.60%,19.00%,30,0.124031008,0.028792913,0.058337577,-1,4,0.071428571,-0.033834586,-0.025345622
Kansas,Jan-21,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,1/1/21,1/31/21,Kansas,35,Value,2445,-0.014112903,-0.245137388,0.943160561,-2.40%,0.20%,907,-31.20%,21.60%,59,-9.20%,-53.20%,23,5,-26,147,0.055578778,0.133519761,303200,0.113640742,0.091208904,138,-0.004161736,0.127272975,$289K,0.00%,7.10%,0.1,0.1,-0.1,1066,28.60%,7.50%,1,0.599360318,0.099673012,0.126053544,,26,-29.70%,36.80%,30,0.271186441,0.009647979,0.175948345,-1,4,0.153846154,-0.016366612,0.048582996
Kentucky,Aug-18,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,8/1/18,8/31/18,Kentucky,37,Value,12861,0.011721208,-0.018169326,0.978152464,0.00%,0.40%,3824,5.70%,3.50%,8945,1.20%,-4.10%,35,3,-1,106,-0.012067779,0.050380191,185100,-0.007568663,0.07331311,104,-0.01751818,0.042297514,$179K,-4.00%,3.80%,2.3,-0.1,-0.2,4139,0.30%,6.70%,1,0.353031289,-0.028481513,-0.002292606,,3103,-2.70%,6.20%,30,0.209726104,0.009612918,0.023913845,-1,4,0.200575314,-8.80E-05,0.012212662
Maine,Mar-20,All Residential,State,FALSE,ME,,9/12/21 15:00,,Northeast Region,3/1/20,3/31/20,Maine,41,Value,6050,0.03934032,-0.161352925,0.974731515,0.80%,0.60%,1229,28.20%,-2.90%,4649,1.80%,-15.90%,65,-1,-14,160,0.033500715,0.074722451,260500,0.033009782,0.077712705,146,0.077463942,0.061493939,$239K,10.20%,9.80%,3.8,-1,-0.6,1594,42.40%,-5.10%,1,0.610947176,0.04015372,0.076578641,,908,31.20%,-9.40%,30,0.136803614,0.020804489,-0.004140841,-1,4,0.262815297,0.029238655,0.080350842
Maine,Apr-21,All Residential,State,FALSE,ME,,9/12/21 15:00,,Northeast Region,4/1/21,4/30/21,Maine,41,Value,3902,0.041088581,-0.323626278,1.011314504,1.10%,3.00%,1672,8.90%,41.60%,2045,6.30%,-53.90%,27,-4,-19,182,0.002245075,0.145068707,293200,-0.034005663,0.147564237,182,0.044259333,0.223342842,$294K,3.10%,22.70%,1.2,-0.1,-2.6,2001,17.40%,56.70%,1,0.738962941,-0.018741531,0.211766285,,1602,8.50%,69.20%,30,0.146210269,-0.003035701,0.025633303,-1,4,0.475478469,0.063100619,0.181659671
Maryland,May-18,All Residential,State,FALSE,MD,,9/12/21 15:00,,South Region,5/1/18,5/31/18,Maryland,43,Value,31406,0.059117121,-0.058798849,0.992398993,0.20%,0.10%,8525,13.30%,0.60%,21264,6.70%,-8.70%,23,-3,-4,172,-0.015867782,0.019898527,323300,-0.027108022,0.037175544,168,0.01744788,0.03802155,$311K,4.40%,5.20%,2.5,-0.1,-0.2,11769,2.90%,4.80%,1,0.50486216,-0.044614087,0.028484283,,8504,6.80%,3.90%,30,0.353132054,0.075312449,0.064350058,-1,4,0.27143695,0.008607915,0.012177691
Massachusetts,Feb-20,All Residential,State,FALSE,MA,,9/12/21 15:00,,Northeast Region,2/1/20,2/29/20,Massachusetts,45,Value,16890,0.104643558,-0.029979325,0.986333883,0.30%,0.60%,3584,-20.30%,-1.60%,11470,7.50%,-4.60%,53,9,8,309,0.016546323,0.05282578,523900,0.096205288,0.088672215,285,0.025198329,0.094561327,$442K,-3.50%,7.50%,3.2,0.8,-0.1,6334,28.00%,12.10%,1,0.327717066,0.022408458,-0.215822373,,3897,34.50%,2.00%,30,0.141238012,-0.032304084,-0.04440617,-1,4,0.276785714,0.008948417,0.021980662
Minnesota,Dec-18,All Residential,State,FALSE,MN,,9/12/21 15:00,,Midwest Region,12/1/18,12/31/18,Minnesota,49,Value,18837,-0.17630854,0.064538005,0.982434913,-0.20%,0.10%,5000,-21.50%,-8.60%,13363,-17.80%,8.60%,48,5,-6,134,-0.003091105,0.061067504,245300,0.001363674,0.065481234,128,-0.002685543,0.07111548,$241K,-2.00%,6.60%,2.7,0.1,0.4,2669,-39.10%,0.20%,1,0.228696202,-0.001839819,0.004481719,,3500,-23.70%,6.80%,30,0.110753573,-0.087634714,0.016792751,-1,4,0.2594,-0.015552919,0.003547769
Minnesota,Mar-19,All Residential,State,FALSE,MN,,9/12/21 15:00,,Midwest Region,3/1/19,3/31/19,Minnesota,49,Value,19944,0.126906995,-0.056664459,0.989700606,0.40%,-0.30%,4911,30.60%,-8.30%,13590,8.00%,-4.70%,44,-15,3,141,-0.009507583,0.056217915,283900,0.001779697,0.077435813,135,0.037972122,0.058046143,$258K,3.90%,6.90%,2.8,-0.5,0.1,7563,45.50%,-11.00%,1,0.501452328,0.035595839,0.032997914,,4882,40.80%,-10.30%,30,0.148712288,0.034907949,0.021187036,-1,4,0.324373855,0.053823176,-0.033222263
Mississippi,May-19,All Residential,State,FALSE,MS,,9/12/21 15:00,,South Region,5/1/19,5/31/19,Mississippi,51,Value,72,0.043478261,-0.242105263,0.983548269,0.50%,0.40%,16,-15.80%,33.30%,51,6.30%,-33.80%,33,-27,-25,101,-0.040927022,0.013239601,267400,0.114631096,-0.01835536,101,0.052160494,0.045991933,$222K,-7.20%,12.20%,3.2,0.7,-3.2,24,-4.00%,-36.80%,1,0.333333333,5.55E-17,-0.128205128,,15,0.00%,15.40%,30,0.215686275,-0.117647059,0.085816145,-1,4,0.25,0.144736842,0
Missouri,Jun-21,All Residential,State,FALSE,MO,,9/12/21 15:00,,Midwest Region,6/1/21,6/30/21,Missouri,2,Value,14697,0.037264451,-0.175252525,1.025262261,0.40%,3.70%,7438,21.00%,13.60%,5134,6.70%,-31.80%,13,0,-17,132,0.001451025,-0.001598013,227100,0.000242424,0.043699902,135,0.011660394,0.055556574,$238K,1.60%,12.70%,0.7,-0.1,-0.5,7631,8.20%,8.60%,1,0.593085015,-0.039829236,0.072791096,,751,0.00%,27.10%,30,0.25087651,0.055115911,0.002403734,-1,4,0.56456886,0.028990232,0.240015708
Nebraska,Jan-19,All Residential,State,FALSE,NE,,9/12/21 15:00,,Midwest Region,1/1/19,1/31/19,Nebraska,6,Value,3917,0.016346653,0.081446715,0.975729353,-0.50%,-1.00%,971,-21.40%,0.10%,2517,-7.50%,11.60%,33,8,3,109,0.01957625,0.035810302,203500,0.114189703,0.043288595,103,0.003462352,0.035901698,$186K,-1.70%,0.20%,2.6,0.4,0.3,1223,87.30%,10.80%,1,0.494089651,0.117608781,-0.009900105,,1001,21.80%,-3.20%,30,0.152562574,0.063591986,-0.008341681,-1,4,0.198764161,-0.041527101,-0.054844087
